Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP32 GFLOPS,FP64 GFLOPS,Performance
AMD Sempron 2800+,CPU,2005,90.0,25.0,188.0,69.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Turion 64 MT-30,CPU,2005,90.0,22.0,125.0,114.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Mobile Athlon 64 2700+,CPU,2005,130.0,35.0,193.0,106.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Opteron X2 860 HE,CPU,2005,90.0,55.0,188.0,233.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 2500+,CPU,2005,90.0,62.0,84.0,63.0,1400,Unknown,AMD,2135.0,364.0,Low
AMD Athlon 64 1500+,CPU,2005,90.0,9.0,84.0,69.0,1000,Unknown,AMD,2135.0,364.0,Low
ATI FireGL V3300,GPU,2005,90.0,81.0,100.0,107.0,600,TSMC,ATI,2135.0,364.0,Medium
ATI FireGL V7350,GPU,2005,90.0,111.0,288.0,321.0,600,TSMC,ATI,2135.0,364.0,Medium
ATI Radeon X1300 PRO,GPU,2005,90.0,31.0,100.0,107.0,600,TSMC,ATI,2135.0,364.0,Medium
ATI Radeon X1300 PRO AGP,GPU,2005,90.0,31.0,100.0,107.0,600,TSMC,ATI,2135.0,364.0,Medium
ATI FireGL V7200,GPU,2005,90.0,81.0,288.0,321.0,600,TSMC,ATI,2135.0,364.0,Medium
ATI FireGL V3350,GPU,2005,90.0,81.0,100.0,107.0,600,TSMC,ATI,2135.0,364.0,Medium
ATI Radeon X1800 CrossFire Edition,GPU,2005,90.0,113.0,288.0,321.0,600,TSMC,ATI,2135.0,364.0,Medium
ATI FireGL V5200,GPU,2005,90.0,35.0,150.0,157.0,600,TSMC,ATI,2135.0,364.0,Medium
ATI Radeon X1800 XT,GPU,2005,90.0,113.0,288.0,321.0,600,TSMC,ATI,2135.0,364.0,Medium
ATI FireGL V7300,GPU,2005,90.0,97.0,288.0,321.0,594,TSMC,ATI,2135.0,364.0,Medium
ATI Radeon X850 XT Platinum AGP,GPU,2005,130.0,67.0,297.0,160.0,540,TSMC,ATI,2135.0,364.0,Medium
ATI Radeon X850 XT AGP,GPU,2005,130.0,69.0,297.0,160.0,520,TSMC,ATI,2135.0,364.0,Medium
NVIDIA GeForce 7800 GTX 512,GPU,2005,110.0,108.0,333.0,302.0,500,TSMC,NVIDIA,2135.0,364.0,Medium
ATI Radeon X1800 XL,GPU,2005,90.0,70.0,288.0,321.0,500,TSMC,ATI,2135.0,364.0,Medium
ATI All-In-Wonder X1800 XL,GPU,2005,90.0,75.0,288.0,321.0,500,TSMC,ATI,2135.0,364.0,Medium
ATI FireGL V3400,GPU,2005,90.0,81.0,150.0,157.0,500,TSMC,ATI,2135.0,364.0,Medium
ATI Xbox 360 GPU 90nm,GPU,2005,90.0,203.0,181.0,232.0,500,TSMC,ATI,240.0,364.0,Medium
ATI Radeon X850 PRO AGP,GPU,2005,130.0,81.0,297.0,160.0,500,TSMC,ATI,2135.0,364.0,Medium
NVIDIA Quadro FX 2500M,GPU,2005,90.0,45.0,196.0,278.0,500,TSMC,NVIDIA,2135.0,364.0,Medium
ATI Radeon X800 CrossFire Edition,GPU,2005,130.0,81.0,289.0,160.0,500,TSMC,ATI,2135.0,364.0,Medium
ATI Mobility Radeon X800 XT,GPU,2005,130.0,81.0,289.0,160.0,480,TSMC,ATI,2135.0,364.0,Low
ATI Radeon X800 GT,GPU,2005,110.0,40.0,240.0,160.0,475,TSMC,ATI,2135.0,364.0,Low
ATI Radeon X800 GT,GPU,2005,130.0,40.0,297.0,160.0,475,TSMC,ATI,2135.0,364.0,Low
ATI Radeon X800 GT AGP,GPU,2005,130.0,40.0,297.0,160.0,475,TSMC,ATI,2135.0,364.0,Low
ATI All-In-Wonder 2006 PCIe Edition,GPU,2005,90.0,81.0,100.0,107.0,450,TSMC,ATI,2135.0,364.0,Low
ATI Radeon X1300 PCI,GPU,2005,90.0,81.0,100.0,107.0,450,TSMC,ATI,2135.0,364.0,Low
ATI Radeon X1300 LE,GPU,2005,90.0,81.0,100.0,107.0,450,TSMC,ATI,2135.0,364.0,Low
ATI Radeon X1300,GPU,2005,90.0,81.0,100.0,107.0,450,TSMC,ATI,2135.0,364.0,Low
NVIDIA GeForce 6800 XT,GPU,2005,110.0,81.0,222.0,198.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce FX Go5700,GPU,2005,130.0,81.0,133.0,82.0,450,TSMC,NVIDIA,2135.0,364.0,Low
ATI Radeon X1300 AGP,GPU,2005,90.0,81.0,100.0,107.0,450,TSMC,ATI,2135.0,364.0,Low
ATI Radeon X1300 PCI,GPU,2005,80.0,81.0,100.0,107.0,450,UMC,ATI,2135.0,364.0,Low
ATI Radeon X1300,GPU,2005,80.0,81.0,100.0,107.0,450,UMC,ATI,2135.0,364.0,Low
NVIDIA GeForce Go 6800 Ultra,GPU,2005,130.0,89.0,225.0,222.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce Go 7800 GTX,GPU,2005,110.0,65.0,333.0,302.0,440,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA Quadro FX 4500,GPU,2005,110.0,109.0,333.0,302.0,430,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7800 GTX,GPU,2005,110.0,86.0,333.0,302.0,430,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 6800 XT,GPU,2005,130.0,81.0,225.0,222.0,425,TSMC,NVIDIA,2135.0,364.0,Low
ATI Radeon 9550 XT,GPU,2005,130.0,81.0,76.0,60.0,425,TSMC,ATI,2135.0,364.0,Low
ATI Radeon X740 XL,GPU,2005,110.0,81.0,156.0,120.0,425,TSMC,ATI,2135.0,364.0,Low
NVIDIA Quadro FX 3450,GPU,2005,130.0,83.0,225.0,222.0,425,TSMC,NVIDIA,2135.0,364.0,Low
ATI All-In-Wonder X800 SE,GPU,2005,130.0,81.0,281.0,160.0,425,TSMC,ATI,2135.0,364.0,Low
ATI All-In-Wonder X800 VE,GPU,2005,130.0,81.0,281.0,160.0,425,TSMC,ATI,2135.0,364.0,Low
NVIDIA GeForce 6800 GS,GPU,2005,130.0,81.0,225.0,222.0,425,TSMC,NVIDIA,2135.0,364.0,Low
ATI Radeon X700 SE,GPU,2005,110.0,81.0,156.0,120.0,400,TSMC,ATI,2135.0,364.0,Low
NVIDIA GeForce 7800 GT,GPU,2005,110.0,65.0,333.0,302.0,400,TSMC,NVIDIA,2135.0,364.0,Low
ATI Radeon X800 GTO AGP,GPU,2005,110.0,49.0,240.0,160.0,400,TSMC,ATI,2135.0,364.0,Low
NVIDIA GeForce 6500,GPU,2005,110.0,81.0,110.0,75.0,400,TSMC,NVIDIA,2135.0,364.0,Low
ATI All-In-Wonder X800 XL,GPU,2005,110.0,81.0,240.0,160.0,400,TSMC,ATI,2135.0,364.0,Low
ATI Radeon X800 GTO AGP,GPU,2005,130.0,49.0,297.0,160.0,400,TSMC,ATI,2135.0,364.0,Low
NVIDIA GeForce 7800 GT Dual,GPU,2005,110.0,81.0,333.0,302.0,400,TSMC,NVIDIA,2135.0,364.0,Low
ATI Radeon X550,GPU,2005,110.0,81.0,74.0,107.0,400,TSMC,ATI,2135.0,364.0,Low
ATI Radeon X550 HyperMemory,GPU,2005,110.0,81.0,74.0,107.0,400,TSMC,ATI,2135.0,364.0,Low
ATI Radeon X800 GTO,GPU,2005,130.0,49.0,297.0,160.0,400,TSMC,ATI,2135.0,364.0,Low
ATI Radeon X800 GTO2,GPU,2005,130.0,81.0,297.0,160.0,400,TSMC,ATI,2135.0,364.0,Low
ATI All-In-Wonder X600 PRO,GPU,2005,110.0,81.0,74.0,107.0,400,TSMC,ATI,2135.0,364.0,Low
NVIDIA Quadro FX 4400,GPU,2005,130.0,83.0,287.0,222.0,375,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce Go 6600 NPB 128M,GPU,2005,110.0,81.0,154.0,146.0,375,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA Quadro FX 4400G,GPU,2005,130.0,83.0,287.0,222.0,375,TSMC,NVIDIA,2135.0,364.0,Low
ATI Mobility Radeon X300,GPU,2005,110.0,81.0,74.0,107.0,350,TSMC,ATI,2135.0,364.0,Low
NVIDIA GeForce 6200 LE AGP,GPU,2005,110.0,81.0,110.0,75.0,350,TSMC,NVIDIA,2135.0,364.0,Low
ATI Mobility FireGL V5000,GPU,2005,110.0,81.0,156.0,120.0,350,TSMC,ATI,2135.0,364.0,Low
NVIDIA GeForce 6800 GS,GPU,2005,130.0,81.0,287.0,222.0,350,TSMC,NVIDIA,2135.0,364.0,Low
ATI Mobility Radeon X700 XL,GPU,2005,110.0,81.0,156.0,120.0,350,TSMC,ATI,2135.0,364.0,Low
NVIDIA GeForce 6200 AGP,GPU,2005,110.0,81.0,110.0,75.0,350,TSMC,NVIDIA,2135.0,364.0,Low
ATI Mobility Radeon X700,GPU,2005,110.0,81.0,156.0,120.0,350,TSMC,ATI,2135.0,364.0,Low
NVIDIA GeForce 6200 LE,GPU,2005,110.0,81.0,110.0,75.0,350,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 6200 LE,GPU,2005,110.0,81.0,110.0,75.0,350,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 6200 AGP,GPU,2005,110.0,81.0,110.0,75.0,350,TSMC,NVIDIA,2135.0,364.0,Low
ATI Radeon Xpress 200M IGP,GPU,2005,130.0,81.0,73.0,1930.0,336,Unknown,ATI,2135.0,364.0,Low
ATI Radeon Xpress 1100 Mobile IGP,GPU,2005,130.0,81.0,73.0,1930.0,336,Unknown,ATI,2135.0,364.0,Low
Intel GMA 900,GPU,2005,130.0,81.0,188.0,1930.0,333,Intel,Intel,2135.0,364.0,Low
NVIDIA GeForce 6800 LE,GPU,2005,130.0,81.0,225.0,222.0,325,TSMC,NVIDIA,2135.0,364.0,Low
ATI All-In-Wonder 2006 AGP Edition,GPU,2005,130.0,81.0,76.0,60.0,324,TSMC,ATI,2135.0,364.0,Low
XGI Volari 8300,GPU,2005,130.0,81.0,188.0,90.0,300,UMC,Other,2135.0,364.0,Low
NVIDIA GeForce Go 6600,GPU,2005,110.0,81.0,154.0,146.0,300,TSMC,NVIDIA,2135.0,364.0,Low
ATI Mobility Radeon X300 IGP,GPU,2005,110.0,81.0,74.0,107.0,300,Unknown,ATI,2135.0,364.0,Low
NVIDIA GeForce 6600 LE,GPU,2005,110.0,81.0,154.0,146.0,300,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce Go 6200 TE,GPU,2005,110.0,81.0,154.0,146.0,300,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 6800 XT,GPU,2005,110.0,81.0,287.0,222.0,300,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 6600 VE,GPU,2005,110.0,81.0,154.0,146.0,300,TSMC,NVIDIA,2135.0,364.0,Low
ATI Radeon Xpress 1100 Mobile IGP,GPU,2005,110.0,81.0,73.0,1930.0,300,Unknown,ATI,2135.0,364.0,Low
ATI Mobility Radeon X200 IGP,GPU,2005,130.0,81.0,73.0,1930.0,300,Unknown,ATI,2135.0,364.0,Low
NVIDIA GeForce 6600 LE AGP,GPU,2005,110.0,81.0,154.0,146.0,300,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 6800 XT,GPU,2005,130.0,81.0,287.0,222.0,300,TSMC,NVIDIA,2135.0,364.0,Low
ATI Mobility Radeon X200 IGP,GPU,2005,110.0,81.0,74.0,107.0,300,Unknown,ATI,2135.0,364.0,Low
NVIDIA Quadro FX Go1400,GPU,2005,130.0,81.0,225.0,222.0,275,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 6800 XE,GPU,2005,130.0,81.0,287.0,222.0,275,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA Quadro NVS 55 PCI,GPU,2005,150.0,10.0,91.0,45.0,250,TSMC,NVIDIA,2135.0,364.0,Low
Intel GMA 950,GPU,2005,90.0,7.0,188.0,1930.0,250,Intel,Intel,2135.0,364.0,Low
NVIDIA GeForce Go 6600 TE,GPU,2005,110.0,81.0,154.0,146.0,225,TSMC,NVIDIA,2135.0,364.0,Low
Intel Pentium 4 HT 570,CPU,2004,90.0,115.0,109.0,125.0,3800,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 560,CPU,2004,90.0,115.0,109.0,125.0,3600,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 3.6E,CPU,2004,90.0,115.0,109.0,125.0,3600,Intel,Intel,2135.0,364.0,High
Intel Xeon 3.6,CPU,2004,90.0,135.0,135.0,155.0,3600,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT EE 3.46,CPU,2004,130.0,110.0,237.0,178.0,3460,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 3.4E,CPU,2004,90.0,115.0,109.0,125.0,3400,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT EE 3.40,CPU,2004,130.0,110.0,237.0,178.0,3400,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT EE 3.40,CPU,2004,130.0,110.0,237.0,178.0,3400,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 550,CPU,2004,90.0,115.0,109.0,125.0,3400,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 3.40,CPU,2004,130.0,89.0,131.0,55.0,3400,Intel,Intel,2135.0,364.0,High
Intel Xeon 3.4,CPU,2004,90.0,135.0,135.0,155.0,3400,Intel,Intel,2135.0,364.0,High
Intel Mobile Pentium 4 HT 548,CPU,2004,90.0,88.0,112.0,125.0,3334,Intel,Intel,2135.0,364.0,High
Intel Xeon 3.2,CPU,2004,90.0,135.0,135.0,155.0,3200,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 3.2E,CPU,2004,90.0,115.0,109.0,125.0,3200,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 540,CPU,2004,90.0,84.0,109.0,125.0,3200,Intel,Intel,2135.0,364.0,High
Intel Xeon 3.20,CPU,2004,130.0,97.0,237.0,286.0,3200,Intel,Intel,2135.0,364.0,High
Intel Mobile Pentium 4 HT 538,CPU,2004,90.0,88.0,112.0,125.0,3200,Intel,Intel,2135.0,364.0,High
Intel Mobile Pentium 4 HT 532,CPU,2004,90.0,88.0,112.0,125.0,3067,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 519,CPU,2004,90.0,84.0,109.0,125.0,3060,Intel,Intel,2135.0,364.0,High
Intel Celeron D 346,CPU,2004,90.0,73.0,109.0,125.0,3060,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 3.0E,CPU,2004,90.0,115.0,109.0,125.0,3000,Intel,Intel,2135.0,364.0,High
Intel Xeon 3.0,CPU,2004,90.0,135.0,135.0,155.0,3000,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 530,CPU,2004,90.0,84.0,109.0,125.0,3000,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 520,CPU,2004,90.0,84.0,109.0,125.0,2933,Intel,Intel,2135.0,364.0,High
Intel Celeron D 341,CPU,2004,90.0,84.0,109.0,125.0,2930,Intel,Intel,2135.0,364.0,High
Intel Celeron D 340,CPU,2004,90.0,84.0,109.0,125.0,2930,Intel,Intel,2135.0,364.0,High
Intel Celeron D 335,CPU,2004,90.0,84.0,109.0,125.0,2800,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 2.8E,CPU,2004,90.0,115.0,109.0,125.0,2800,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 520,CPU,2004,90.0,84.0,109.0,125.0,2800,Intel,Intel,2135.0,364.0,High
Intel Celeron D 335,CPU,2004,90.0,84.0,109.0,125.0,2800,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 520,CPU,2004,90.0,84.0,109.0,125.0,2800,Intel,Intel,2135.0,364.0,High
Intel Mobile Pentium 4 HT 518,CPU,2004,90.0,88.0,112.0,125.0,2800,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 520,CPU,2004,90.0,84.0,109.0,125.0,2800,Intel,Intel,2135.0,364.0,High
Intel Xeon 2.8,CPU,2004,90.0,135.0,135.0,155.0,2800,Intel,Intel,2135.0,364.0,High
Intel Celeron D 330,CPU,2004,90.0,84.0,109.0,125.0,2667,Intel,Intel,2135.0,364.0,Medium
Intel Pentium 4 505,CPU,2004,90.0,84.0,109.0,125.0,2660,Intel,Intel,2135.0,364.0,Medium
Intel Pentium 4 505J,CPU,2004,90.0,84.0,109.0,125.0,2660,Intel,Intel,2135.0,364.0,Medium
AMD Athlon 64 FX-55,CPU,2004,90.0,104.0,115.0,114.0,2600,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 FX-55,CPU,2004,130.0,104.0,193.0,105.0,2600,Unknown,AMD,2135.0,364.0,Medium
Intel Celeron D 325,CPU,2004,90.0,73.0,109.0,125.0,2533,Intel,Intel,2135.0,364.0,Medium
Intel Celeron D 326,CPU,2004,90.0,73.0,109.0,125.0,2530,Intel,Intel,2135.0,364.0,Medium
AMD Opteron 850,CPU,2004,130.0,89.0,193.0,106.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 3800+,CPU,2004,130.0,89.0,144.0,69.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 3400+,CPU,2004,130.0,89.0,144.0,105.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 3300+,CPU,2004,130.0,89.0,144.0,105.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 3600+,CPU,2004,130.0,89.0,193.0,106.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 250,CPU,2004,90.0,85.0,188.0,106.0,2400,Unknown,AMD,2135.0,364.0,Medium
Intel Pentium 4 2.40,CPU,2004,90.0,110.0,109.0,125.0,2400,Intel,Intel,2135.0,364.0,Medium
AMD Opteron 850,CPU,2004,90.0,85.0,188.0,106.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 4000+,CPU,2004,90.0,89.0,115.0,105.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 250,CPU,2004,130.0,89.0,193.0,106.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 3700+,CPU,2004,130.0,89.0,193.0,105.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 150,CPU,2004,130.0,89.0,193.0,106.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 4000+,CPU,2004,130.0,89.0,193.0,106.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 FX-53,CPU,2004,130.0,89.0,193.0,105.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 3800+,CPU,2004,130.0,89.0,193.0,106.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 FX-53,CPU,2004,130.0,89.0,193.0,105.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 848,CPU,2004,130.0,89.0,193.0,106.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 3400+,CPU,2004,130.0,89.0,144.0,69.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 148,CPU,2004,130.0,89.0,193.0,106.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 3500+,CPU,2004,130.0,89.0,193.0,106.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 3200+,CPU,2004,130.0,89.0,144.0,69.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 3500+,CPU,2004,90.0,67.0,84.0,69.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 3700+,CPU,2004,90.0,89.0,115.0,105.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 848,CPU,2004,90.0,85.0,188.0,106.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 3400+,CPU,2004,130.0,89.0,193.0,105.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 3500+,CPU,2004,130.0,89.0,144.0,69.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 248,CPU,2004,130.0,89.0,193.0,106.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 148 HE,CPU,2004,90.0,55.0,188.0,106.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 248,CPU,2004,90.0,85.0,188.0,106.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 248,CPU,2004,90.0,85.0,188.0,106.0,2200,Unknown,AMD,2135.0,364.0,Medium
Intel Pentium M 765,CPU,2004,90.0,21.0,84.0,140.0,2100,Intel,Intel,2135.0,364.0,Low
AMD Opteron 846 HE,CPU,2004,130.0,55.0,193.0,106.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3000+,CPU,2004,130.0,62.0,101.0,63.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 246,CPU,2004,90.0,85.0,188.0,106.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Mobile Athlon 64 3200+,CPU,2004,130.0,62.0,193.0,106.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Athlon 64 3200+,CPU,2004,90.0,67.0,84.0,69.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 246 HE,CPU,2004,130.0,55.0,193.0,106.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 246,CPU,2004,90.0,85.0,188.0,106.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 146 HE,CPU,2004,130.0,55.0,193.0,106.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Mobile Athlon 64 3000+,CPU,2004,130.0,35.0,193.0,106.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Athlon 64 3000+,CPU,2004,130.0,89.0,144.0,69.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 846,CPU,2004,90.0,85.0,188.0,106.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Athlon 64 3200+,CPU,2004,130.0,89.0,144.0,69.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 846,CPU,2004,90.0,85.0,188.0,106.0,2000,Unknown,AMD,2135.0,364.0,Low
Intel Pentium M 755,CPU,2004,90.0,21.0,84.0,140.0,2000,Intel,Intel,2135.0,364.0,Low
AMD Sempron 2800+,CPU,2004,130.0,62.0,80.0,37.0,1992,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 2800+,CPU,2004,130.0,62.0,80.0,37.0,1992,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 2600+,CPU,2004,130.0,62.0,80.0,37.0,1833,Unknown,AMD,2135.0,364.0,Low
AMD Mobile Athlon 64 2800+,CPU,2004,130.0,62.0,193.0,106.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 144,CPU,2004,130.0,82.0,193.0,106.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 844,CPU,2004,130.0,82.0,193.0,106.0,1800,Unknown,AMD,2135.0,364.0,Low
Intel Pentium M 745,CPU,2004,90.0,21.0,84.0,140.0,1800,Intel,Intel,2135.0,364.0,Low
AMD Opteron 844,CPU,2004,90.0,85.0,188.0,106.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Athlon 64 3000+,CPU,2004,130.0,89.0,144.0,69.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Athlon 64 2800+,CPU,2004,130.0,89.0,144.0,69.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3000+,CPU,2004,90.0,62.0,188.0,63.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3000+,CPU,2004,90.0,25.0,188.0,63.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Mobile Athlon 64 3000+,CPU,2004,130.0,62.0,193.0,106.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Athlon 64 2800+,CPU,2004,130.0,89.0,193.0,69.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Athlon 64 3000+,CPU,2004,90.0,67.0,84.0,69.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 244,CPU,2004,130.0,82.0,193.0,106.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3100+,CPU,2004,130.0,62.0,144.0,63.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Mobile Athlon 64 2800+,CPU,2004,130.0,82.0,193.0,106.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Athlon 64 3000+,CPU,2004,130.0,32.0,144.0,69.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Athlon 64 2800+,CPU,2004,130.0,32.0,144.0,69.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Mobile Athlon 64 2800+,CPU,2004,130.0,35.0,193.0,106.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 244,CPU,2004,90.0,85.0,188.0,106.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 2500+,CPU,2004,130.0,62.0,80.0,37.0,1750,Unknown,AMD,2135.0,364.0,Low
Intel Pentium M 735,CPU,2004,90.0,21.0,84.0,140.0,1700,Intel,Intel,2135.0,364.0,Low
AMD Sempron 2400+,CPU,2004,130.0,62.0,80.0,37.0,1667,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 2400+,CPU,2004,130.0,62.0,80.0,37.0,1667,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 242,CPU,2004,90.0,85.0,188.0,106.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 2800+,CPU,2004,90.0,25.0,188.0,63.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 242,CPU,2004,130.0,82.0,193.0,106.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Athlon 64 2700+,CPU,2004,130.0,32.0,144.0,69.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 2800+,CPU,2004,90.0,62.0,84.0,63.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 2600+,CPU,2004,90.0,62.0,188.0,63.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 2600+,CPU,2004,90.0,62.0,84.0,63.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 2800+,CPU,2004,90.0,62.0,188.0,63.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 2600+,CPU,2004,90.0,25.0,188.0,63.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 842,CPU,2004,90.0,85.0,188.0,106.0,1600,Unknown,AMD,2135.0,364.0,Low
Intel Pentium M 725,CPU,2004,90.0,21.0,84.0,140.0,1600,Intel,Intel,2135.0,364.0,Low
AMD Opteron 842,CPU,2004,130.0,82.0,193.0,106.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 142,CPU,2004,130.0,82.0,193.0,106.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Mobile Athlon 64 2700+,CPU,2004,130.0,82.0,193.0,106.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 2300+,CPU,2004,130.0,62.0,80.0,37.0,1583,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 2200+,CPU,2004,130.0,62.0,80.0,37.0,1500,Unknown,AMD,2135.0,364.0,Low
Intel Pentium M 715,CPU,2004,90.0,21.0,84.0,140.0,1500,Intel,Intel,2135.0,364.0,Low
