Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP32 GFLOPS,FP64 GFLOPS,Performance
Intel Core i7-4820K,CPU,2013,22.0,130.0,257.0,1860.0,3700,Intel,Intel,2135.0,364.0,High
Intel Xeon E5-1620 v2,CPU,2013,22.0,130.0,160.0,1400.0,3700,Intel,Intel,2135.0,364.0,High
Intel Xeon E5-1660 v2,CPU,2013,22.0,130.0,160.0,1400.0,3700,Intel,Intel,2135.0,364.0,High
AMD A10-6700,CPU,2013,32.0,65.0,246.0,1178.0,3700,Unknown,AMD,2135.0,364.0,High
Intel Core i3-4340,CPU,2013,22.0,54.0,177.0,1400.0,3600,Intel,Intel,2135.0,364.0,High
AMD Athlon II X2 280,CPU,2013,45.0,65.0,117.0,410.0,3600,Unknown,AMD,2135.0,364.0,High
Intel Core i7-4960X,CPU,2013,22.0,130.0,257.0,1860.0,3600,Intel,Intel,2135.0,364.0,High
Intel Core i7-4771,CPU,2013,22.0,84.0,177.0,1400.0,3500,Intel,Intel,2135.0,364.0,High
Intel Xeon E5-2643 v2,CPU,2013,22.0,130.0,160.0,1400.0,3500,Intel,Intel,2135.0,364.0,High
Intel Xeon E5-1650 v2,CPU,2013,22.0,130.0,160.0,1400.0,3500,Intel,Intel,2135.0,364.0,High
Intel Xeon E5-2637 v2,CPU,2013,22.0,130.0,160.0,1400.0,3500,Intel,Intel,2135.0,364.0,High
Intel Core i3-4330,CPU,2013,22.0,54.0,177.0,1400.0,3500,Intel,Intel,2135.0,364.0,High
AMD A8-6500,CPU,2013,32.0,65.0,246.0,1178.0,3500,Unknown,AMD,2135.0,364.0,High
Intel Xeon E5-2687W v2,CPU,2013,22.0,130.0,160.0,1400.0,3400,Intel,Intel,2135.0,364.0,High
Intel Core i7-4930K,CPU,2013,22.0,130.0,257.0,1860.0,3400,Intel,Intel,2135.0,364.0,High
Intel Core i3-4130,CPU,2013,22.0,54.0,177.0,1400.0,3400,Intel,Intel,2135.0,364.0,High
Intel Pentium G3430,CPU,2013,22.0,54.0,177.0,1400.0,3300,Intel,Intel,2135.0,364.0,High
Intel Xeon E5-2667 v2,CPU,2013,22.0,130.0,160.0,1400.0,3300,Intel,Intel,2135.0,364.0,High
Intel Pentium G3420,CPU,2013,22.0,54.0,177.0,1400.0,3200,Intel,Intel,2135.0,364.0,High
Intel Core i5-4440,CPU,2013,22.0,84.0,177.0,1400.0,3100,Intel,Intel,2135.0,364.0,High
Intel Xeon E5-2690 v2,CPU,2013,22.0,130.0,160.0,1400.0,3000,Intel,Intel,2135.0,364.0,High
Intel Core i3-4330T,CPU,2013,22.0,35.0,177.0,1400.0,3000,Intel,Intel,2135.0,364.0,High
Intel Core i7-3910K,CPU,2013,32.0,130.0,435.0,2270.0,3000,Intel,Intel,2135.0,364.0,High
Intel Pentium G3220,CPU,2013,22.0,54.0,177.0,1400.0,3000,Intel,Intel,2135.0,364.0,High
AMD A4-4000,CPU,2013,32.0,65.0,246.0,1178.0,3000,Unknown,AMD,2135.0,364.0,High
Intel Core i7-4600M,CPU,2013,22.0,37.0,118.0,1300.0,2900,Intel,Intel,2135.0,364.0,High
AMD A6-5350M,CPU,2013,32.0,35.0,246.0,1178.0,2900,Unknown,AMD,2135.0,364.0,High
AMD A6-5357M,CPU,2013,32.0,35.0,246.0,1178.0,2900,Unknown,AMD,2135.0,364.0,High
Intel Core i3-4130T,CPU,2013,22.0,35.0,177.0,1400.0,2900,Intel,Intel,2135.0,364.0,High
Intel Xeon E5-2680 v2,CPU,2013,22.0,115.0,160.0,1400.0,2800,Intel,Intel,2135.0,364.0,High
Intel Celeron G1630,CPU,2013,22.0,55.0,94.0,1930.0,2800,Intel,Intel,2135.0,364.0,High
Intel Core i5-4440S,CPU,2013,22.0,65.0,177.0,1400.0,2800,Intel,Intel,2135.0,364.0,High
Intel Core i7-4980HQ,CPU,2013,22.0,47.0,264.0,1400.0,2800,Intel,Intel,2135.0,364.0,High
Intel Core i5-4330M,CPU,2013,22.0,37.0,118.0,1400.0,2800,Intel,Intel,2135.0,364.0,High
Intel Core i7-4558U,CPU,2013,22.0,28.0,118.0,1300.0,2800,Intel,Intel,2135.0,364.0,High
Intel Celeron G1830,CPU,2013,22.0,54.0,177.0,1400.0,2800,Intel,Intel,2135.0,364.0,High
Intel Celeron G1820,CPU,2013,22.0,54.0,177.0,1400.0,2700,Intel,Intel,2135.0,364.0,Medium
Intel Core i7-9850HE,CPU,2013,14.0,45.0,149.0,1930.0,2700,Intel,Intel,2135.0,364.0,Medium
AMD A4-5150M,CPU,2013,32.0,35.0,246.0,1178.0,2700,Unknown,AMD,2135.0,364.0,Medium
Intel Xeon E5-2697 v2,CPU,2013,22.0,130.0,160.0,1400.0,2700,Intel,Intel,2135.0,364.0,Medium
Intel Pentium G3420T,CPU,2013,22.0,35.0,177.0,1400.0,2700,Intel,Intel,2135.0,364.0,Medium
Intel Pentium G3220T,CPU,2013,22.0,35.0,177.0,1400.0,2600,Intel,Intel,2135.0,364.0,Medium
Intel Xeon E5-2650 v2,CPU,2013,22.0,95.0,160.0,1400.0,2600,Intel,Intel,2135.0,364.0,Medium
Intel Core i5-4300M,CPU,2013,22.0,37.0,118.0,1400.0,2600,Intel,Intel,2135.0,364.0,Medium
Intel Core i7-4960HQ,CPU,2013,22.0,47.0,264.0,1400.0,2600,Intel,Intel,2135.0,364.0,Medium
Intel Xeon E5-2630 v2,CPU,2013,22.0,80.0,160.0,1400.0,2600,Intel,Intel,2135.0,364.0,Medium
Intel Xeon E5-2430 v2,CPU,2013,22.0,80.0,160.0,1400.0,2500,Intel,Intel,2135.0,364.0,Medium
AMD A10-5750M,CPU,2013,32.0,35.0,246.0,1178.0,2500,Unknown,AMD,2135.0,364.0,Medium
Intel Xeon E5-2450 v2,CPU,2013,22.0,95.0,160.0,1400.0,2500,Intel,Intel,2135.0,364.0,Medium
AMD A10-5757M,CPU,2013,32.0,35.0,246.0,1178.0,2500,Unknown,AMD,2135.0,364.0,Medium
Intel Xeon E5-2609 v2,CPU,2013,22.0,80.0,160.0,1400.0,2500,Intel,Intel,2135.0,364.0,Medium
Intel Xeon E5-2670 v2,CPU,2013,22.0,115.0,160.0,1400.0,2500,Intel,Intel,2135.0,364.0,Medium
AMD A10-6700T,CPU,2013,32.0,45.0,246.0,1178.0,2500,Unknown,AMD,2135.0,364.0,Medium
Intel Xeon E5-2630L v2,CPU,2013,22.0,60.0,160.0,1400.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Core i7-4950HQ,CPU,2013,22.0,47.0,264.0,1400.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Core i3-4100E,CPU,2013,22.0,37.0,118.0,1400.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Xeon E5-2695 v2,CPU,2013,22.0,115.0,160.0,1400.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Xeon E5-2470 v2,CPU,2013,22.0,95.0,160.0,1400.0,2400,Intel,Intel,2135.0,364.0,Medium
AMD Athlon 64 3800+,CPU,2013,90.0,62.0,183.0,154.0,2400,Unknown,AMD,2135.0,364.0,Medium
Intel Celeron G1820T,CPU,2013,22.0,54.0,177.0,1400.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Celeron G1620T,CPU,2013,22.0,35.0,94.0,1930.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Core i3-4000M,CPU,2013,22.0,37.0,118.0,1400.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Xeon E5-2407 v2,CPU,2013,22.0,80.0,160.0,1400.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Pentium 3550M,CPU,2013,22.0,37.0,118.0,1400.0,2300,Intel,Intel,2135.0,364.0,Medium
AMD A6-5345M,CPU,2013,32.0,17.0,246.0,1178.0,2200,Unknown,AMD,2135.0,364.0,Medium
Intel Xeon E5-2692 v2,CPU,2013,22.0,100.0,160.0,1400.0,2200,Intel,Intel,2135.0,364.0,Medium
Intel Celeron G1820TE,CPU,2013,22.0,54.0,177.0,1400.0,2200,Intel,Intel,2135.0,364.0,Medium
Intel Xeon E5-2420 v2,CPU,2013,22.0,80.0,160.0,1400.0,2200,Intel,Intel,2135.0,364.0,Medium
Intel Xeon E5-2660 v2,CPU,2013,22.0,95.0,160.0,1400.0,2200,Intel,Intel,2135.0,364.0,Medium
Intel Celeron N2820,CPU,2013,22.0,7.0,188.0,1930.0,2170,Intel,Intel,2135.0,364.0,Medium
Intel Core i3-10110U,CPU,2013,14.0,25.0,188.0,1930.0,2100,Intel,Intel,2135.0,364.0,Low
Intel Xeon E5-2620 v2,CPU,2013,22.0,80.0,160.0,1400.0,2100,Intel,Intel,2135.0,364.0,Low
AMD A8-5550M,CPU,2013,32.0,35.0,246.0,1178.0,2100,Unknown,AMD,2135.0,364.0,Low
AMD A8-5557M,CPU,2013,32.0,35.0,246.0,1178.0,2100,Unknown,AMD,2135.0,364.0,Low
Intel Core i7-4600U,CPU,2013,22.0,15.0,118.0,1300.0,2100,Intel,Intel,2135.0,364.0,Low
AMD A10-5745M,CPU,2013,32.0,25.0,246.0,1178.0,2100,Unknown,AMD,2135.0,364.0,Low
AMD Opteron X1150,CPU,2013,28.0,17.0,188.0,1930.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD A4-5145M,CPU,2013,32.0,17.0,246.0,1178.0,2000,Unknown,AMD,2135.0,364.0,Low
Intel Celeron 2950M,CPU,2013,22.0,37.0,118.0,1400.0,2000,Intel,Intel,2135.0,364.0,Low
Intel Celeron N2810,CPU,2013,22.0,7.0,188.0,1930.0,2000,Intel,Intel,2135.0,364.0,Low
AMD Phenom X4 9350e,CPU,2013,65.0,65.0,285.0,450.0,2000,Unknown,AMD,2135.0,364.0,Low
Intel Xeon E5-2640 v2,CPU,2013,22.0,95.0,160.0,1400.0,2000,Intel,Intel,2135.0,364.0,Low
AMD A6-5200,CPU,2013,32.0,25.0,246.0,1178.0,2000,Unknown,AMD,2135.0,364.0,Low
Intel Celeron 2950M,CPU,2013,22.0,37.0,118.0,1400.0,2000,Intel,Intel,2135.0,364.0,Low
Intel Atom E3845,CPU,2013,22.0,10.0,188.0,1930.0,1910,Intel,Intel,2135.0,364.0,Low
Intel Core i7-9850HL,CPU,2013,14.0,25.0,149.0,1930.0,1900,Intel,Intel,2135.0,364.0,Low
AMD Opteron X2150,CPU,2013,28.0,22.0,188.0,1930.0,1900,Unknown,AMD,2135.0,364.0,Low
Intel Xeon E5-2440 v2,CPU,2013,22.0,95.0,160.0,1400.0,1900,Intel,Intel,2135.0,364.0,Low
Intel Celeron N2920,CPU,2013,22.0,7.0,188.0,1930.0,1860,Intel,Intel,2135.0,364.0,Low
Intel Xeon E5-2603 v2,CPU,2013,22.0,80.0,160.0,1400.0,1800,Intel,Intel,2135.0,364.0,Low
Intel Core i7-4860EQ,CPU,2013,22.0,47.0,264.0,1400.0,1800,Intel,Intel,2135.0,364.0,Low
Intel Core i7-4500U,CPU,2013,22.0,15.0,118.0,1300.0,1800,Intel,Intel,2135.0,364.0,Low
Intel Xeon E5-2403 v2,CPU,2013,22.0,80.0,160.0,1400.0,1800,Intel,Intel,2135.0,364.0,Low
Intel Atom E3827,CPU,2013,22.0,8.0,188.0,1930.0,1750,Intel,Intel,2135.0,364.0,Low
AMD E2-2000,CPU,2013,40.0,18.0,75.0,1930.0,1750,Unknown,AMD,2135.0,364.0,Low
AMD A8-5545M,CPU,2013,32.0,25.0,246.0,1178.0,1700,Unknown,AMD,2135.0,364.0,Low
Intel Xeon E5-2650L v2,CPU,2013,22.0,70.0,160.0,1400.0,1700,Intel,Intel,2135.0,364.0,Low
Intel Pentium 3556U,CPU,2013,22.0,15.0,118.0,1400.0,1700,Intel,Intel,2135.0,364.0,Low
Intel Core i7-4650U,CPU,2013,22.0,15.0,118.0,1300.0,1700,Intel,Intel,2135.0,364.0,Low
Intel Core i3-4005U,CPU,2013,22.0,15.0,118.0,1400.0,1700,Intel,Intel,2135.0,364.0,Low
AMD E2-3000,CPU,2013,32.0,15.0,246.0,1178.0,1650,Unknown,AMD,2135.0,364.0,Low
Intel Core i7-4850EQ,CPU,2013,22.0,47.0,264.0,1400.0,1600,Intel,Intel,2135.0,364.0,Low
Intel Celeron 2980U,CPU,2013,22.0,15.0,118.0,1400.0,1600,Intel,Intel,2135.0,364.0,Low
Intel Core i3-4102E,CPU,2013,22.0,25.0,118.0,1400.0,1600,Intel,Intel,2135.0,364.0,Low
Intel Celeron N2910,CPU,2013,22.0,7.0,188.0,1930.0,1600,Intel,Intel,2135.0,364.0,Low
Intel Core i5-4200U,CPU,2013,22.0,15.0,118.0,1400.0,1600,Intel,Intel,2135.0,364.0,Low
NVIDIA GeForce GTX 1060 8 GB GDDR5X,GPU,2013,16.0,120.0,314.0,7200.0,1506,TSMC,NVIDIA,4375.0,136.7,High
AMD A4-5000,CPU,2013,32.0,15.0,246.0,1178.0,1500,Unknown,AMD,2135.0,364.0,Low
Intel Core i7-4550U,CPU,2013,22.0,15.0,118.0,1300.0,1500,Intel,Intel,2135.0,364.0,Low
AMD E1-1500,CPU,2013,40.0,18.0,75.0,1930.0,1480,Unknown,AMD,2135.0,364.0,Low
Intel Atom E3815,CPU,2013,22.0,5.0,188.0,1930.0,1467,Intel,Intel,2135.0,364.0,Low
Intel Atom E3826,CPU,2013,22.0,7.0,188.0,1930.0,1467,Intel,Intel,2135.0,364.0,Low
Intel Atom Z3770,CPU,2013,22.0,8.0,188.0,1930.0,1467,Intel,Intel,2135.0,364.0,Low
NVIDIA GeForce GTX 1650 TU116,GPU,2013,12.0,80.0,284.0,6600.0,1410,TSMC,NVIDIA,2849.0,89.04,High
AMD E1-2500,CPU,2013,32.0,15.0,246.0,1178.0,1400,Unknown,AMD,2135.0,364.0,Low
Intel Celeron 2955U,CPU,2013,22.0,15.0,118.0,1400.0,1400,Intel,Intel,2135.0,364.0,Low
Intel Core i5-4200Y,CPU,2013,22.0,12.0,118.0,1400.0,1400,Intel,Intel,2135.0,364.0,Low
Intel Celeron 2955U,CPU,2013,22.0,15.0,118.0,1400.0,1400,Intel,Intel,2135.0,364.0,Low
Intel Core i5-4350U,CPU,2013,22.0,15.0,118.0,1400.0,1400,Intel,Intel,2135.0,364.0,Low
NVIDIA GeForce GTX 1050 3 GB,GPU,2013,14.0,75.0,132.0,3300.0,1392,Samsung,NVIDIA,2332.0,72.86,High
NVIDIA Quadro T500 Mobile,GPU,2013,12.0,18.0,200.0,4700.0,1365,TSMC,NVIDIA,3037.0,94.92,High
Intel Atom E3825,CPU,2013,22.0,6.0,188.0,1930.0,1333,Intel,Intel,2135.0,364.0,Low
Intel Core i5-4250U,CPU,2013,22.0,15.0,118.0,1400.0,1300,Intel,Intel,2135.0,364.0,Low
Intel Pentium 3560Y,CPU,2013,22.0,12.0,118.0,1400.0,1200,Intel,Intel,2135.0,364.0,Low
AMD Radeon Pro V7350X2,GPU,2013,14.0,200.0,232.0,5700.0,1188,GF,AMD,5728.0,358.0,High
AMD Radeon Pro V7300X,GPU,2013,14.0,130.0,232.0,5700.0,1188,GF,AMD,5728.0,358.0,High
AMD Radeon Pro V5300X,GPU,2013,14.0,50.0,123.0,3000.0,1125,GF,AMD,2460.0,153.7,High
AMD Radeon RX 550X Mobile,GPU,2013,14.0,50.0,103.0,2200.0,1100,GF,AMD,1505.0,94.08,High
Intel Celeron 2961Y,CPU,2013,22.0,12.0,118.0,1400.0,1100,Intel,Intel,2135.0,364.0,Low
AMD Radeon R9 260 OEM,GPU,2013,28.0,85.0,160.0,2080.0,1100,TSMC,AMD,1971.0,123.2,High
Intel Xeon Phi 31S1P,CPU,2013,22.0,270.0,350.0,5000.0,1100,Intel,Intel,2135.0,364.0,Low
AMD Radeon R7 260X,GPU,2013,28.0,115.0,160.0,2080.0,1100,TSMC,AMD,1971.0,123.2,High
NVIDIA GeForce GT 755M Mac Edition,GPU,2013,28.0,50.0,118.0,1270.0,1085,TSMC,NVIDIA,833.3,34.72,High
AMD FirePro M6100,GPU,2013,28.0,81.0,160.0,2080.0,1075,TSMC,AMD,1651.0,103.2,High
AMD Radeon HD 8950M,GPU,2013,28.0,100.0,160.0,2080.0,1075,TSMC,AMD,1651.0,103.2,High
NVIDIA GeForce 940M,GPU,2013,28.0,33.0,188.0,1930.0,1072,TSMC,NVIDIA,903.2,28.22,High
NVIDIA Quadro T1000 Mobile,GPU,2013,12.0,50.0,200.0,4700.0,1065,TSMC,NVIDIA,2500.0,78.12,High
NVIDIA GeForce GTX 650,GPU,2013,28.0,65.0,221.0,2540.0,1058,TSMC,NVIDIA,812.5,33.86,High
Intel Xeon Phi 5120D,GPU,2013,22.0,245.0,350.0,5000.0,1053,Intel,Intel,505.4,364.0,High
Intel Xeon Phi 5120D,CPU,2013,22.0,245.0,350.0,5000.0,1053,Intel,Intel,2135.0,364.0,Low
AMD Radeon HD 8770 OEM,GPU,2013,28.0,85.0,160.0,2080.0,1050,TSMC,AMD,1882.0,117.6,High
NVIDIA GeForce GTX 770,GPU,2013,28.0,230.0,294.0,3540.0,1046,TSMC,NVIDIA,3333.0,138.9,High
NVIDIA GeForce GT 640 Rev. 2,GPU,2013,28.0,49.0,87.0,1020.0,1046,TSMC,NVIDIA,803.3,33.47,High
NVIDIA GeForce GTX 750 Ti OEM,GPU,2013,28.0,150.0,221.0,2540.0,1033,TSMC,NVIDIA,2108.0,87.84,High
NVIDIA GeForce GTX 760 X2,GPU,2013,28.0,250.0,294.0,3540.0,1006,TSMC,NVIDIA,2470.0,102.9,High
NVIDIA GeForce GTX 680 Mac Edition,GPU,2013,28.0,195.0,294.0,3540.0,1006,TSMC,NVIDIA,3250.0,135.4,High
AMD Radeon R9 285X,GPU,2013,28.0,200.0,366.0,5000.0,1002,TSMC,AMD,4104.0,364.0,High
AMD Radeon R7 250,GPU,2013,28.0,65.0,77.0,950.0,1000,TSMC,AMD,806.4,50.4,High
AMD A4-1250,CPU,2013,32.0,8.0,246.0,1178.0,1000,Unknown,AMD,2135.0,364.0,Low
AMD A4-1350,CPU,2013,32.0,8.0,246.0,1178.0,1000,Unknown,AMD,2135.0,364.0,Low
AMD E1-2100,CPU,2013,32.0,9.0,246.0,1178.0,1000,Unknown,AMD,2135.0,364.0,Low
AMD Radeon R7 260,GPU,2013,28.0,95.0,160.0,2080.0,1000,TSMC,AMD,1536.0,96.0,High
AMD Radeon HD 8670 OEM,GPU,2013,28.0,75.0,77.0,950.0,1000,TSMC,AMD,806.4,50.4,High
AMD Radeon HD 7790,GPU,2013,28.0,85.0,160.0,2080.0,1000,TSMC,AMD,1792.0,112.0,High
AMD Radeon R7 250 OEM,GPU,2013,28.0,65.0,77.0,950.0,1000,TSMC,AMD,806.4,50.4,High
AMD A6-1450,CPU,2013,32.0,8.0,246.0,1178.0,1000,Unknown,AMD,2135.0,364.0,Low
AMD Radeon R9 270X,GPU,2013,28.0,180.0,212.0,2800.0,1000,TSMC,AMD,2688.0,168.0,High
NVIDIA GeForce GT 740A,GPU,2013,28.0,33.0,87.0,1020.0,980,TSMC,NVIDIA,752.6,31.36,High
NVIDIA GeForce GTX 650 Ti Boost,GPU,2013,28.0,134.0,221.0,2540.0,980,TSMC,NVIDIA,1585.0,66.05,High
NVIDIA Quadro K610M,GPU,2013,28.0,30.0,87.0,1020.0,980,TSMC,NVIDIA,376.3,15.68,High
NVIDIA GeForce GT 755M,GPU,2013,28.0,50.0,118.0,1270.0,980,TSMC,NVIDIA,752.6,31.36,High
NVIDIA GeForce GT 740M,GPU,2013,28.0,33.0,87.0,1020.0,980,TSMC,NVIDIA,752.6,31.36,High
NVIDIA GeForce GTX 760,GPU,2013,28.0,170.0,294.0,3540.0,980,TSMC,NVIDIA,2378.0,99.07,High
NVIDIA GeForce GT 635 OEM,GPU,2013,28.0,35.0,87.0,1020.0,967,TSMC,NVIDIA,742.7,30.94,High
NVIDIA Quadro K2000,GPU,2013,28.0,51.0,118.0,1270.0,954,TSMC,NVIDIA,732.7,30.53,High
NVIDIA Quadro K2000D,GPU,2013,28.0,51.0,118.0,1270.0,954,TSMC,NVIDIA,732.7,30.53,High
NVIDIA GRID K340,GPU,2013,28.0,225.0,118.0,1270.0,954,TSMC,NVIDIA,732.7,30.53,High
NVIDIA GeForce GTX 660M Mac Edition,GPU,2013,28.0,50.0,118.0,1270.0,950,TSMC,NVIDIA,729.6,30.4,High
AMD Radeon Sky 500,GPU,2013,28.0,150.0,212.0,2800.0,950,TSMC,AMD,2432.0,152.0,High
NVIDIA GeForce GT 750M,GPU,2013,28.0,50.0,118.0,1270.0,941,TSMC,NVIDIA,742.7,30.94,High
NVIDIA GeForce MX250,GPU,2013,14.0,10.0,74.0,1800.0,937,Samsung,NVIDIA,797.2,24.91,High
NVIDIA GeForce GTX 650 Ti OEM,GPU,2013,28.0,110.0,221.0,2540.0,928,TSMC,NVIDIA,1425.0,59.39,High
NVIDIA GeForce GT 750M Mac Edition,GPU,2013,28.0,50.0,118.0,1270.0,926,TSMC,NVIDIA,711.2,29.63,High
AMD Radeon HD 8860 OEM,GPU,2013,28.0,175.0,212.0,2800.0,925,TSMC,AMD,2368.0,148.0,High
AMD Radeon R7 250,GPU,2013,28.0,55.0,123.0,1500.0,925,TSMC,AMD,947.2,59.2,High
NVIDIA GeForce GTX 760 Ti OEM Rebrand,GPU,2013,28.0,170.0,294.0,3540.0,915,TSMC,NVIDIA,2634.0,109.8,High
NVIDIA GeForce GTX 760 Ti OEM,GPU,2013,28.0,170.0,294.0,3540.0,915,TSMC,NVIDIA,2634.0,109.8,High
NVIDIA GeForce GT 630 Rev. 2,GPU,2013,28.0,25.0,87.0,1020.0,902,TSMC,NVIDIA,692.7,28.86,High
NVIDIA GeForce GT 630 Rev. 2 PCIe x8,GPU,2013,28.0,25.0,87.0,1020.0,902,TSMC,NVIDIA,692.7,28.86,High
Intel Xe DG1 OEM,GPU,2013,10.0,30.0,77.0,1930.0,900,Intel,Intel,1984.0,496.0,High
AMD Radeon R9 255 OEM,GPU,2013,28.0,65.0,123.0,1500.0,900,TSMC,AMD,952.3,59.52,High
AMD Radeon R9 270,GPU,2013,28.0,150.0,212.0,2800.0,900,TSMC,AMD,2368.0,148.0,High
NVIDIA Quadro K510M,GPU,2013,28.0,30.0,87.0,1020.0,889,TSMC,NVIDIA,341.4,14.22,High
NVIDIA Quadro K600,GPU,2013,28.0,41.0,118.0,1270.0,876,TSMC,NVIDIA,336.4,14.02,High
AMD Radeon R5 235X OEM,GPU,2013,40.0,18.0,67.0,370.0,875,TSMC,AMD,280.0,364.0,High
AMD Radeon HD 8490 OEM,GPU,2013,40.0,35.0,67.0,370.0,875,TSMC,AMD,280.0,364.0,High
NVIDIA GeForce GT 625 OEM,GPU,2013,40.0,29.0,79.0,292.0,874,TSMC,NVIDIA,167.8,13.98,High
AMD Xbox One GPU,GPU,2013,28.0,95.0,363.0,5000.0,853,TSMC,AMD,1310.0,364.0,High
NVIDIA GRID K140Q,GPU,2013,28.0,130.0,118.0,1270.0,850,TSMC,NVIDIA,326.4,13.6,High
NVIDIA GRID K1,GPU,2013,28.0,130.0,118.0,1270.0,850,TSMC,NVIDIA,326.4,13.6,High
NVIDIA GRID K100,GPU,2013,28.0,130.0,118.0,1270.0,850,TSMC,NVIDIA,326.4,13.6,High
AMD Radeon HD 8790M,GPU,2013,28.0,81.0,77.0,950.0,850,TSMC,AMD,691.2,43.2,High
AMD Radeon HD 8970M,GPU,2013,28.0,100.0,212.0,2800.0,850,TSMC,AMD,2304.0,144.0,High
NVIDIA GRID K180Q,GPU,2013,28.0,130.0,118.0,1270.0,850,TSMC,NVIDIA,326.4,13.6,High
NVIDIA GRID K160Q,GPU,2013,28.0,130.0,118.0,1270.0,850,TSMC,NVIDIA,326.4,13.6,High
AMD Radeon HD 8670D IGP,GPU,2013,32.0,100.0,246.0,1303.0,844,TSMC,AMD,648.2,364.0,High
AMD Radeon HD 7720 OEM,GPU,2013,40.0,150.0,255.0,1700.0,840,TSMC,AMD,1344.0,364.0,High
NVIDIA GeForce GT 745M,GPU,2013,28.0,45.0,118.0,1270.0,837,TSMC,NVIDIA,642.8,26.78,High
NVIDIA GeForce GT 745A,GPU,2013,28.0,33.0,118.0,1270.0,837,TSMC,NVIDIA,702.7,29.28,High
AMD FirePro R5000,GPU,2013,28.0,150.0,212.0,2800.0,825,TSMC,AMD,1267.0,79.2,High
AMD FirePro W5000 DVI,GPU,2013,28.0,75.0,212.0,2800.0,825,TSMC,AMD,1267.0,79.2,High
NVIDIA GeForce GTX 645 OEM,GPU,2013,28.0,65.0,221.0,2540.0,824,TSMC,NVIDIA,949.2,39.55,High
NVIDIA GeForce GTX 760 OEM,GPU,2013,28.0,130.0,294.0,3540.0,823,TSMC,NVIDIA,2046.0,85.25,High
NVIDIA GeForce GTX 760 OEM Rebrand,GPU,2013,28.0,130.0,294.0,3540.0,823,TSMC,NVIDIA,2046.0,85.25,High
NVIDIA GeForce GT 740M,GPU,2013,28.0,45.0,118.0,1270.0,810,TSMC,NVIDIA,622.1,25.92,High
NVIDIA Quadro K4000,GPU,2013,28.0,80.0,221.0,2540.0,810,TSMC,NVIDIA,1244.0,51.84,High
AMD Radeon HD 8570D IGP,GPU,2013,32.0,65.0,246.0,1303.0,800,TSMC,AMD,409.6,364.0,High
AMD Radeon HD 8740 OEM,GPU,2013,28.0,55.0,123.0,1500.0,800,TSMC,AMD,819.2,51.2,High
AMD Radeon R7 250E,GPU,2013,28.0,55.0,123.0,1500.0,800,TSMC,AMD,819.2,51.2,High
AMD Radeon HD 8470D IGP,GPU,2013,32.0,65.0,246.0,1303.0,800,TSMC,AMD,307.2,364.0,High
AMD Playstation 4 GPU,GPU,2013,28.0,75.0,348.0,1930.0,800,TSMC,AMD,1843.0,364.0,High
AMD Radeon HD 8730 OEM,GPU,2013,28.0,47.0,123.0,1500.0,800,TSMC,AMD,614.4,38.4,High
AMD FirePro W4150M,GPU,2013,28.0,81.0,77.0,950.0,800,TSMC,AMD,652.8,364.0,High
AMD Radeon HD 7730,GPU,2013,28.0,47.0,123.0,1500.0,800,TSMC,AMD,614.4,38.4,High
NVIDIA GeForce GTX 765M,GPU,2013,28.0,75.0,221.0,2540.0,797,TSMC,NVIDIA,1326.0,55.23,High
NVIDIA NVS 1000,GPU,2013,28.0,35.0,118.0,1270.0,797,TSMC,NVIDIA,306.0,12.75,High
NVIDIA GeForce GTX 775M Mac Edition,GPU,2013,28.0,100.0,294.0,3540.0,797,TSMC,NVIDIA,2142.0,89.26,High
NVIDIA Quadro 4100,GPU,2013,28.0,35.0,294.0,3540.0,797,TSMC,NVIDIA,2142.0,89.26,High
ATI Radeon HD 3870 AGP,GPU,2013,55.0,106.0,192.0,666.0,777,TSMC,ATI,497.3,99.46,High
ATI Radeon HD 2950 XTX,GPU,2013,55.0,110.0,192.0,666.0,777,TSMC,ATI,497.3,99.46,High
ATI Radeon HD 3870,GPU,2013,55.0,106.0,192.0,666.0,777,TSMC,ATI,497.3,99.46,High
NVIDIA GeForce GT 720M,GPU,2013,28.0,33.0,116.0,585.0,775,TSMC,NVIDIA,240.0,20.0,High
NVIDIA GeForce GT 710M,GPU,2013,28.0,15.0,116.0,585.0,775,TSMC,NVIDIA,297.6,24.8,High
AMD FirePro W4130M,GPU,2013,28.0,81.0,77.0,950.0,775,TSMC,AMD,633.6,364.0,High
AMD Radeon R5 235 OEM,GPU,2013,40.0,35.0,67.0,370.0,775,TSMC,AMD,248.0,364.0,High
AMD Radeon HD 8770M,GPU,2013,28.0,81.0,77.0,950.0,775,TSMC,AMD,633.6,39.6,High
